V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,class,target
14.18,4.66,17.58,16.39,12.22,11.26,3.29,4.66,2.97,12.27,16.83,24.12,26.09,16.28,9.03,9.09,7.17,54.29,11.33,3.51,nan,61.60,8.61,17.98,3.44,49.12,7.34,36.14,49.91,14.13,15.28,4.78,41.62,52.40,14.52,8.80,1,0.4379
13.18,3.12,9.03,11.36,9.16,12.62,4.46,16.81,3.33,13.09,24.41,13.54,19.28,17.97,15.34,12.85,21.17,56.34,15.64,5.18,28.53,34.34,12.26,17.88,3.71,45.98,13.96,32.33,32.54,13.75,10.73,4.52,23.26,41.06,14.30,4.60,2,0.3857
nan,3.87,10.03,18.40,nan,10.02,4.17,15.87,2.31,13.14,17.57,13.26,25.37,13.22,8.70,11.77,16.90,nan,12.75,3.28,30.30,46.65,8.81,18.00,3.06,41.62,13.90,nan,39.04,8.90,14.08,3.70,31.64,44.08,8.06,15.66,1,0.3942
8.21,2.16,13.80,39.60,10.60,9.24,5.50,16.54,2.36,7.27,22.05,11.45,23.65,11.04,9.70,8.04,18.49,35.26,14.02,5.10,41.56,46.63,13.67,14.17,nan,41.80,12.27,20.53,51.77,11.01,8.94,4.40,35.94,31.04,2.67,0.86,1,0.3822
12.74,3.54,14.38,23.12,7.43,11.82,4.16,13.51,3.84,16.39,nan,18.87,26.44,10.73,12.13,6.22,11.91,26.10,16.84,4.47,35.97,66.21,12.94,18.57,1.79,32.71,13.37,34.31,25.59,nan,nan,2.51,32.63,32.85,4.83,12.98,1,0.3823
10.32,5.59,11.36,39.95,17.92,18.54,3.56,18.79,2.91,9.94,5.30,26.85,62.20,13.50,nan,11.78,nan,43.39,15.57,5.76,64.04,17.18,19.89,13.66,3.16,42.51,15.12,23.96,13.05,10.90,16.14,3.48,63.99,38.02,12.65,10.78,1,0.4775
6.52,2.39,8.08,31.27,11.16,12.65,3.51,7.04,4.91,14.51,17.78,16.22,14.76,nan,7.82,1.32,17.41,54.44,12.14,4.52,40.21,50.31,12.65,15.76,3.18,28.48,10.29,47.07,55.61,13.15,15.25,0.29,nan,29.11,6.51,8.42,4,0.3930
12.75,1.16,13.70,32.06,11.61,11.66,4.97,17.07,2.43,4.04,20.37,5.27,39.38,12.11,7.15,10.01,5.83,32.41,12.69,2.51,36.03,47.54,17.32,10.64,5.71,nan,12.71,20.50,70.90,17.13,11.99,3.63,50.11,26.90,nan,6.86,4,0.4208
11.93,5.22,8.24,38.28,21.47,1.87,5.42,9.68,4.99,17.89,11.91,21.70,20.97,7.66,5.67,6.75,9.78,46.44,10.59,4.21,22.64,89.97,12.87,19.90,1.77,52.78,8.59,22.49,36.72,6.96,7.99,3.29,31.43,31.94,11.87,10.15,5,0.4144
12.89,3.44,8.04,22.89,7.25,13.01,3.36,12.57,3.86,18.36,19.03,16.38,20.64,13.79,4.14,3.43,12.89,61.70,12.54,4.71,28.99,51.47,nan,15.42,2.76,43.17,9.71,44.40,54.64,12.54,15.80,1.82,37.99,30.04,10.65,13.38,4,0.4121
12.61,5.36,12.25,20.24,15.36,2.36,4.19,8.29,3.32,10.87,21.40,5.78,12.43,12.98,nan,11.08,12.36,12.93,19.77,4.15,31.78,50.03,17.87,5.27,2.81,57.78,14.96,39.63,61.71,8.24,18.15,2.18,55.77,5.84,8.62,8.02,0,0.3905
9.10,4.51,nan,38.43,9.58,15.28,3.64,17.40,3.75,nan,21.91,16.42,32.99,10.66,11.40,0.81,13.11,51.07,10.67,3.53,34.82,42.78,15.02,20.52,6.30,nan,10.60,25.20,51.69,19.69,7.99,2.97,32.07,nan,6.99,9.88,4,0.3886
13.41,3.65,13.84,44.78,13.01,10.48,4.48,13.05,6.11,7.01,28.82,10.93,38.98,4.20,15.32,4.78,3.68,40.76,9.62,3.29,18.39,57.40,20.78,21.91,4.29,40.91,8.39,31.51,80.72,11.71,21.80,2.43,34.74,13.62,7.76,7.51,3,0.4180
9.08,5.37,8.65,33.59,9.12,8.69,6.23,15.01,3.09,10.16,11.28,17.82,27.05,7.51,nan,8.90,17.01,46.11,10.38,2.68,31.83,56.26,9.20,14.22,4.54,37.66,nan,33.73,40.30,10.35,11.46,2.71,31.11,36.32,8.84,7.78,4,0.3855
12.47,5.34,8.37,32.39,8.34,10.86,5.27,13.30,3.16,12.69,12.87,11.23,28.30,12.22,12.75,10.13,20.27,44.96,11.82,3.96,28.02,54.03,13.23,19.26,3.62,nan,7.28,36.82,46.76,15.65,12.28,3.05,17.41,35.48,5.30,8.98,4,0.3722
10.56,nan,12.55,33.84,9.83,9.51,2.99,14.60,3.12,12.03,15.93,11.79,26.34,nan,7.13,7.53,13.67,48.68,15.74,6.41,27.46,62.91,14.54,24.28,2.62,39.65,10.14,21.99,44.65,12.82,12.17,4.39,35.60,40.11,10.43,7.80,0,0.4055
15.04,4.27,8.84,23.08,17.56,14.89,4.86,10.65,3.90,nan,6.21,26.41,40.26,20.75,17.25,7.21,5.93,29.19,15.05,nan,61.10,51.81,16.63,9.27,3.32,36.87,8.97,37.46,35.99,17.64,nan,1.59,46.69,20.97,7.76,4.02,5,0.4274
11.92,2.89,9.82,27.38,nan,13.36,4.48,14.45,5.37,10.40,15.83,14.22,35.72,10.16,10.05,6.72,15.45,38.35,11.58,4.76,45.62,48.62,13.52,16.47,2.91,37.92,15.98,40.02,46.81,4.68,nan,3.05,43.06,26.41,6.08,13.11,4,0.4190
18.95,3.56,13.82,43.97,13.97,14.40,2.15,14.13,4.13,7.47,21.80,9.23,52.13,7.52,5.80,11.15,12.03,45.00,8.03,2.96,36.63,43.19,16.13,13.13,2.96,51.66,8.65,28.54,82.88,20.21,18.58,5.98,35.73,31.77,6.85,8.17,4,0.4565
12.82,4.18,4.06,36.78,19.92,11.09,1.39,14.17,4.42,9.98,3.08,26.38,43.40,18.26,12.92,7.24,8.71,36.71,10.34,3.55,59.43,53.35,15.44,6.31,3.67,40.84,10.09,35.64,33.10,17.00,7.21,3.08,44.46,19.35,5.35,7.09,5,0.4316
5.79,5.39,10.85,47.43,17.25,nan,3.96,22.99,3.92,11.68,19.37,11.82,40.06,6.39,12.67,7.95,20.79,54.88,11.93,2.49,29.59,35.77,16.17,16.44,4.54,39.58,12.30,20.43,38.69,20.78,10.21,1.54,38.82,32.23,12.80,9.34,0,0.4200
10.32,3.32,13.01,38.09,9.79,3.49,2.99,15.90,4.40,2.60,9.83,24.13,29.70,13.14,6.14,8.91,25.66,32.26,20.61,5.50,53.87,35.45,10.66,13.55,2.10,43.53,8.42,11.02,24.94,7.11,11.56,2.68,61.55,50.08,9.69,10.53,5,0.4146
12.83,4.36,11.21,nan,11.44,12.30,3.95,12.31,2.43,10.48,8.40,17.07,34.43,6.90,6.45,7.51,10.64,29.13,14.57,3.47,39.78,64.42,15.66,13.18,3.21,40.11,10.31,28.90,48.79,11.19,8.81,3.19,43.18,26.30,7.35,8.48,1,0.4081
11.78,2.09,16.71,47.85,18.37,8.37,6.10,19.49,4.26,12.22,nan,20.76,34.52,16.43,17.52,0.80,23.21,20.66,19.39,6.05,66.60,29.71,20.18,0.00,2.72,56.77,10.98,40.52,30.24,9.96,20.06,2.37,78.73,0.00,8.73,7.01,1,0.4534
9.39,7.41,10.59,44.61,3.13,6.08,2.55,15.66,4.60,nan,25.99,13.86,24.82,12.30,7.11,3.60,13.81,65.68,11.20,nan,39.40,32.82,7.80,19.08,2.34,43.85,11.14,32.51,68.34,nan,23.98,2.89,45.16,43.35,6.98,5.89,4,0.4209
15.91,3.98,4.25,29.23,15.90,10.01,2.47,14.71,2.44,11.49,4.87,17.30,18.31,13.70,10.19,0.89,23.37,30.77,18.90,3.72,67.06,57.86,9.53,3.59,0.99,41.17,5.85,52.97,40.16,7.92,12.03,3.67,47.36,8.85,6.80,9.38,5,0.4068
7.80,2.51,12.56,nan,15.71,5.99,3.85,9.55,3.23,nan,9.45,20.90,25.78,5.83,10.76,7.15,25.15,26.05,18.20,2.63,42.58,51.30,13.79,15.89,3.19,32.57,7.80,21.74,34.95,13.66,9.43,3.24,44.15,34.92,5.95,8.68,5,0.3896
12.70,nan,nan,27.62,9.12,11.66,5.43,8.63,3.56,13.00,17.61,20.85,33.12,10.42,1.55,9.62,nan,47.44,13.59,4.79,24.19,50.67,19.31,18.89,3.65,41.49,10.29,19.95,53.90,12.58,10.41,3.57,40.38,40.72,10.07,nan,1,0.4126
14.28,3.55,4.51,nan,16.68,15.25,2.85,8.14,4.55,6.81,8.00,21.17,41.20,11.66,16.32,9.52,11.70,23.78,10.92,5.05,35.99,45.63,20.16,3.74,2.49,25.61,6.10,38.05,52.60,19.85,5.48,4.75,38.68,16.17,11.06,10.04,5,0.3875
17.40,4.95,5.94,16.97,16.98,17.51,4.93,8.65,3.04,9.75,3.51,25.77,45.04,18.43,14.11,8.93,9.25,25.30,10.59,3.27,56.61,49.47,16.24,7.26,2.12,30.43,13.41,39.11,34.36,20.21,3.26,5.21,37.57,26.99,7.09,nan,5,0.4135
10.76,3.80,10.52,13.02,5.06,13.77,4.71,7.73,3.51,12.87,20.78,9.00,nan,6.67,13.05,7.89,10.50,40.87,13.60,4.60,16.65,60.43,13.41,26.43,3.86,24.86,15.58,44.00,56.04,9.27,16.34,4.50,22.87,33.08,8.18,12.59,3,0.3638
19.73,2.78,14.97,23.01,nan,11.15,4.67,11.96,5.74,11.39,12.70,12.72,28.20,nan,11.31,11.56,25.58,nan,15.25,1.87,36.01,51.36,11.18,19.02,2.11,40.14,10.10,34.49,40.79,11.11,14.70,2.32,23.67,45.22,9.15,4.92,0,0.3911
12.96,4.46,5.69,46.04,9.13,0.00,5.20,15.29,5.62,11.36,13.12,22.33,19.55,13.54,10.78,1.11,14.22,37.09,18.58,3.51,27.50,62.31,19.81,22.73,2.09,34.35,7.70,13.68,28.52,14.26,7.08,2.93,36.44,26.47,8.32,8.27,5,0.3736
11.64,4.40,4.35,37.07,10.31,12.17,5.11,18.16,2.16,9.76,18.67,16.52,39.35,14.29,10.95,8.16,17.59,54.22,9.41,2.49,40.18,33.44,16.71,nan,4.21,37.19,12.56,34.09,47.39,10.50,16.51,1.75,33.50,27.15,5.93,8.63,4,0.4076
12.98,4.61,6.47,37.68,14.63,9.14,1.93,17.23,3.18,10.73,15.43,19.51,33.17,9.92,10.10,9.51,16.91,52.18,16.29,3.51,43.45,49.14,11.91,19.93,6.89,47.07,8.92,30.27,40.38,10.14,15.17,5.08,31.93,31.12,7.03,9.39,4,0.4258
8.75,5.09,21.78,16.05,5.27,13.78,3.16,13.60,4.02,6.36,24.54,nan,26.18,12.71,14.50,9.04,9.53,29.69,14.55,4.05,35.61,42.58,11.87,17.64,5.28,40.26,19.85,37.18,59.29,10.78,20.03,4.03,50.77,35.44,7.32,7.94,3,0.4029
14.29,nan,14.02,26.07,17.04,3.83,nan,13.11,5.96,17.48,21.12,6.27,17.41,15.33,11.33,9.52,3.03,28.51,15.69,2.80,25.54,69.58,17.00,8.24,4.16,64.61,10.74,38.46,64.12,12.98,14.85,2.88,42.41,6.52,5.81,9.63,0,0.4130
12.63,4.02,11.08,29.84,10.53,10.59,5.84,13.47,4.42,13.21,13.37,13.42,27.71,12.42,7.83,8.43,nan,42.79,11.83,4.96,30.40,59.12,13.82,16.08,3.01,37.22,9.02,28.86,44.60,13.17,9.28,2.06,30.93,37.42,8.77,9.09,1,0.3930
10.37,3.59,11.65,37.28,5.00,nan,3.54,18.80,2.90,11.66,23.28,10.06,31.78,16.82,5.39,6.99,19.40,75.97,8.09,4.77,37.15,35.45,10.08,19.74,0.83,43.91,10.91,35.77,57.27,13.54,nan,2.79,34.88,47.67,8.49,6.50,4,0.4288
6.25,4.42,nan,15.66,14.30,6.08,3.27,4.61,4.74,8.02,26.58,5.81,4.85,14.21,17.96,10.30,8.50,38.15,nan,3.85,24.23,41.69,12.41,6.67,2.55,47.99,10.24,51.29,76.40,17.01,21.24,4.07,52.61,15.80,13.08,6.10,0,0.3876
10.96,4.25,13.22,41.36,12.90,8.30,2.70,12.41,2.53,9.64,19.54,12.48,27.70,8.61,12.62,5.53,23.00,44.18,10.34,4.03,32.88,51.63,12.37,20.72,2.68,35.30,11.55,30.63,47.58,10.64,17.30,3.50,34.76,37.85,9.91,7.39,0,0.3997
8.98,4.68,12.21,33.31,10.52,12.32,5.40,13.40,2.28,9.56,19.86,8.23,30.28,12.06,8.16,9.30,13.90,51.40,10.44,3.07,30.17,46.10,13.46,13.45,4.63,39.64,8.42,34.78,67.08,15.84,16.34,4.62,39.54,34.04,8.41,8.18,4,0.4086
7.12,nan,7.89,23.01,nan,6.58,3.15,15.43,6.66,8.69,12.73,nan,20.23,16.00,7.27,8.42,7.23,33.62,17.44,3.58,24.22,50.54,17.65,9.13,3.73,35.23,9.02,25.83,52.06,15.63,8.21,2.57,52.24,25.08,8.75,12.95,4,0.3721
10.67,5.29,11.70,42.27,5.89,12.23,3.34,18.89,2.78,11.42,20.62,21.76,38.97,11.38,nan,9.95,25.99,41.95,17.86,5.92,38.32,15.08,21.31,21.33,1.64,39.44,nan,8.53,23.02,17.67,9.07,3.12,38.41,42.99,6.86,4.83,2,0.3994
14.88,2.27,10.62,21.85,5.91,14.09,3.29,11.24,4.07,13.58,11.54,14.15,34.36,4.80,10.30,11.06,10.51,24.09,16.82,3.56,20.85,56.03,20.43,17.19,2.59,34.51,12.96,30.44,48.44,14.97,8.95,1.70,31.36,24.36,8.26,11.22,1,0.3795
14.85,6.07,11.77,28.66,9.62,9.23,5.28,nan,3.95,9.95,15.92,6.45,33.26,11.36,12.70,nan,nan,29.64,10.16,3.15,27.88,55.52,13.50,17.62,3.56,32.34,11.83,31.72,50.96,11.24,13.03,nan,22.69,33.96,4.03,12.53,4,0.3761
6.67,4.96,10.64,37.35,6.59,12.50,6.35,14.70,3.72,8.03,15.38,16.54,nan,14.34,11.22,7.08,20.76,56.21,4.46,3.64,37.16,41.50,12.35,20.49,3.67,26.30,16.28,27.43,35.23,11.07,13.74,2.50,33.85,50.83,9.06,3.03,4,0.3928
14.78,3.85,13.45,27.36,12.68,10.38,5.24,12.18,4.31,14.30,11.90,23.54,31.25,15.01,9.40,7.61,6.84,38.52,15.86,4.97,43.14,63.03,14.26,17.57,2.27,49.02,11.03,29.39,36.62,13.49,9.87,4.55,39.23,32.50,6.32,8.22,1,0.4272
6.13,6.60,11.28,26.80,10.10,6.34,4.30,14.56,5.43,16.19,22.00,7.57,17.51,17.63,13.15,10.48,9.95,41.01,14.55,4.68,20.29,42.50,17.09,12.39,3.97,43.90,14.40,35.17,50.94,18.12,13.83,5.92,39.52,22.60,4.73,11.68,0,0.3793
14.48,5.19,12.43,16.39,9.45,13.30,5.16,10.30,2.34,12.31,20.11,14.49,24.01,11.74,14.67,7.78,nan,42.82,12.11,2.45,28.66,49.39,10.46,19.42,4.18,32.33,12.25,41.95,46.86,13.93,13.92,4.39,25.23,39.32,10.03,12.65,1,0.3851
10.09,3.09,12.60,18.57,8.02,16.69,1.77,19.23,3.31,10.04,21.51,14.30,35.52,11.66,12.20,10.11,18.99,45.80,10.17,5.96,27.92,34.22,13.18,15.37,nan,31.01,12.38,30.37,41.09,9.61,10.59,1.84,31.57,40.84,9.24,15.53,2,0.3840
12.11,3.83,11.48,19.69,2.70,12.16,2.51,15.42,5.60,9.62,17.25,10.76,26.18,15.56,9.71,5.01,14.32,42.09,nan,3.51,25.86,58.28,15.63,19.39,nan,27.04,13.40,29.52,43.49,5.64,10.87,2.92,32.84,38.13,10.11,7.74,4,0.3689
14.89,5.28,11.97,21.54,14.84,9.59,2.87,7.34,4.32,7.04,8.10,22.08,34.97,17.13,13.30,5.40,5.78,20.96,12.56,4.52,47.66,66.32,16.11,12.98,4.20,33.43,9.07,37.52,44.79,6.03,13.31,2.95,51.60,23.81,7.09,12.31,5,0.4137
2.74,2.47,12.11,46.43,18.35,13.55,2.67,20.81,4.88,nan,8.77,27.49,45.10,15.87,13.01,9.19,23.42,44.67,19.59,5.14,78.72,14.71,15.98,8.39,0.53,54.94,16.40,36.58,14.77,4.85,21.85,4.55,75.48,20.30,4.38,6.50,1,0.4771
15.51,4.58,10.92,29.51,10.55,nan,5.16,13.67,2.74,12.09,17.39,11.19,23.87,10.04,10.82,10.40,16.88,43.67,13.86,4.00,21.54,54.52,10.79,17.56,3.02,44.89,10.26,27.08,47.63,20.65,10.85,1.85,25.99,41.46,11.92,10.40,4,0.3918
nan,2.98,13.51,23.30,3.13,13.56,nan,11.87,4.28,19.05,9.12,20.03,31.69,11.75,3.77,nan,9.36,44.27,16.21,3.43,34.12,47.68,15.68,17.50,3.44,45.55,18.12,33.60,34.64,15.93,13.21,4.61,47.43,39.89,7.09,12.12,1,0.4209
10.96,4.25,12.26,5.72,10.98,7.04,4.05,9.54,2.65,15.88,nan,8.66,11.96,11.55,14.93,16.12,7.47,nan,17.38,4.25,12.07,53.20,nan,10.60,3.48,57.16,12.92,44.64,54.93,13.41,16.01,1.84,36.48,24.31,13.26,11.45,0,0.3846
13.26,5.41,11.92,27.96,nan,16.30,3.41,16.61,2.19,9.05,25.01,7.33,39.40,16.02,nan,10.63,11.85,58.82,8.94,4.28,37.08,39.80,14.99,nan,1.29,46.73,13.69,nan,66.12,15.11,16.41,3.34,35.58,38.57,8.86,5.21,4,0.4338
9.14,5.97,13.80,51.14,17.03,7.78,6.08,14.95,3.39,15.57,19.07,nan,28.22,10.80,6.53,4.95,24.76,51.76,13.36,5.76,42.26,48.11,12.61,22.39,3.89,43.37,11.77,15.29,28.81,14.53,nan,2.46,34.08,nan,5.22,nan,2,0.4203
11.71,2.67,10.97,42.42,10.59,6.89,4.72,14.39,3.16,12.17,16.36,18.85,42.38,6.72,6.74,15.08,nan,53.19,9.11,5.80,21.05,nan,14.77,18.92,1.45,50.07,12.45,17.80,41.60,12.59,16.51,3.97,34.49,49.51,11.66,nan,4,0.4223
3.05,4.66,13.13,22.87,4.82,9.36,nan,10.49,5.83,17.12,12.62,32.50,16.64,nan,nan,3.14,11.11,nan,9.65,4.87,37.05,51.21,9.05,16.05,3.02,nan,11.26,27.27,22.35,nan,7.50,1.81,50.76,59.72,8.22,12.79,1,0.4034
12.91,4.39,8.67,39.35,12.10,12.98,2.66,16.55,3.89,2.83,19.85,14.41,52.38,11.59,8.45,10.66,19.43,42.54,9.08,2.19,40.24,21.65,17.32,17.94,2.40,nan,17.13,13.89,49.40,18.39,12.95,5.26,42.58,46.74,8.72,12.22,4,0.4223
12.19,7.10,9.30,19.42,nan,7.47,4.58,10.28,4.30,13.24,18.13,13.96,4.79,nan,14.78,6.73,20.66,30.75,nan,2.62,34.09,56.50,9.48,16.73,0.95,29.46,12.84,37.50,37.71,13.59,5.18,3.53,15.14,32.78,2.27,5.25,3,0.3316
7.39,3.20,10.87,33.82,9.24,11.42,3.94,14.44,5.28,9.86,9.80,17.68,nan,8.78,7.72,5.09,10.49,33.90,10.57,3.24,41.05,58.74,14.56,12.35,nan,36.02,15.04,30.18,41.91,8.17,9.84,2.74,48.40,27.42,6.31,7.33,1,0.3991
10.94,5.82,9.68,25.95,11.19,13.09,3.28,15.76,4.88,7.11,17.25,14.12,38.24,11.29,9.82,11.08,13.64,nan,12.21,3.34,39.12,nan,12.43,18.72,4.64,39.22,12.40,32.31,49.38,7.13,17.23,5.11,39.31,37.13,8.37,11.57,4,0.4212
12.73,3.90,13.81,18.63,13.59,11.64,1.93,12.40,1.47,nan,19.83,11.91,28.02,7.63,12.87,12.55,15.30,29.99,16.85,5.62,34.58,52.00,11.24,17.91,nan,41.35,11.81,29.99,50.59,7.81,12.97,nan,34.77,34.78,8.67,11.05,1,0.3957
nan,4.07,14.88,20.51,11.16,8.98,5.14,16.00,2.83,15.07,24.82,3.40,19.57,16.38,12.98,12.66,13.38,40.75,nan,3.42,21.49,29.17,16.61,5.83,3.07,54.77,13.20,nan,59.13,18.88,18.25,1.99,53.43,20.81,10.75,13.23,0,0.4026
11.84,4.90,12.70,22.02,10.35,14.14,3.15,17.05,3.40,12.99,14.45,3.14,36.22,12.25,7.46,10.19,5.38,24.77,15.21,4.69,34.32,51.82,21.27,6.35,3.36,49.50,15.03,38.05,63.65,10.89,15.19,4.48,55.90,7.98,6.51,11.84,4,0.4180
9.35,2.48,5.97,40.97,6.15,nan,3.34,13.12,4.62,13.77,20.48,9.64,13.38,7.70,7.06,nan,25.50,60.86,11.55,4.82,12.94,39.24,10.26,13.36,2.91,47.91,9.97,30.84,54.90,19.16,nan,5.26,28.56,41.50,13.01,6.59,0,0.3764
19.26,6.16,12.37,2.28,11.82,12.96,4.97,5.51,1.08,6.72,14.44,nan,36.59,nan,10.67,10.39,3.11,21.40,16.75,4.83,39.04,44.60,20.93,7.74,0.94,44.73,9.68,27.93,nan,11.10,8.68,2.03,58.53,30.13,14.31,12.64,5,0.4187
12.39,3.00,8.26,24.21,13.29,8.93,4.57,19.34,4.89,11.98,20.61,14.85,21.07,13.09,15.72,7.13,11.13,58.37,13.00,3.97,37.64,53.57,6.98,15.61,1.78,54.72,12.74,43.71,41.66,11.18,16.64,3.64,31.94,26.29,12.01,6.61,1,0.4183
11.77,4.69,12.56,42.32,20.40,nan,5.16,20.36,5.98,13.74,1.21,25.78,50.75,15.24,nan,8.76,27.82,43.46,18.73,2.73,80.48,32.51,14.74,11.63,3.33,54.39,13.58,42.53,6.20,7.21,20.70,1.60,62.09,22.72,10.82,3.41,1,0.4930
13.77,4.57,7.85,10.14,10.95,9.42,5.88,6.87,2.80,7.96,7.67,26.08,18.34,9.89,6.04,10.06,15.20,38.56,16.32,4.90,46.19,63.20,2.97,11.35,4.60,39.38,4.61,41.37,42.57,3.65,9.69,5.26,37.01,43.71,8.85,14.73,5,0.3944
5.47,4.16,14.10,31.22,12.28,11.90,5.43,9.79,5.13,10.13,15.40,14.06,31.44,12.11,11.45,10.07,10.26,45.58,10.47,5.88,24.56,56.33,16.90,17.70,4.27,34.39,9.87,28.09,50.80,12.85,13.44,4.74,43.39,36.92,11.39,5.68,0,0.4041
11.54,2.81,9.53,41.76,5.20,5.53,5.30,17.26,3.74,11.13,12.27,13.35,30.52,6.87,13.92,9.57,26.39,47.69,7.95,5.82,nan,46.01,11.55,15.20,2.90,29.40,5.35,29.72,39.64,16.89,13.41,3.05,22.74,43.42,12.49,12.97,0,0.3626
0.00,4.56,10.42,46.38,10.74,10.02,5.37,23.60,3.87,17.10,22.56,6.18,18.89,17.21,13.97,10.07,32.78,90.46,4.94,4.75,23.47,41.80,3.23,26.04,4.76,27.26,6.74,35.50,31.16,15.44,15.67,1.92,4.30,59.26,5.41,7.69,2,0.3731
14.94,4.79,8.67,31.15,13.76,12.30,2.74,17.63,1.36,11.78,20.99,9.80,40.97,16.57,10.56,12.71,10.41,56.54,8.85,4.03,nan,49.98,15.54,18.99,3.62,47.35,10.50,32.05,57.69,13.49,16.44,3.22,24.13,31.57,6.38,8.11,0,0.4250
12.63,2.87,11.46,17.93,17.87,10.72,6.84,5.29,1.09,9.59,6.71,14.21,16.12,7.53,9.49,7.50,22.25,6.91,22.60,2.23,53.53,65.60,11.87,10.13,3.51,32.59,9.29,38.90,42.93,5.36,nan,5.95,47.68,21.54,6.08,12.27,5,0.3805
13.30,4.63,11.10,51.10,10.15,5.81,4.53,20.57,3.17,7.54,16.23,19.25,47.81,8.24,5.62,8.92,13.84,40.31,12.95,7.80,39.77,35.18,15.35,17.31,4.55,49.74,15.20,11.68,43.16,16.62,14.44,4.10,47.24,39.30,4.62,14.12,4,0.4369
11.86,5.15,10.52,34.90,14.15,9.47,3.35,14.41,4.04,8.23,19.52,16.00,nan,13.34,7.53,7.48,nan,39.51,15.66,3.28,49.25,nan,14.37,18.91,2.10,41.97,14.18,25.12,46.49,8.66,15.39,2.63,45.42,34.02,4.19,11.52,4,0.4229
13.92,4.11,13.23,40.63,8.32,1.53,3.28,16.79,3.72,10.76,15.72,16.77,29.08,12.48,12.45,8.97,21.61,34.80,13.24,3.87,31.93,36.75,13.66,nan,2.93,53.32,14.32,23.99,34.14,15.31,15.97,2.12,47.33,36.01,11.03,8.84,2,0.4054
14.69,4.44,5.81,24.83,12.11,7.38,nan,11.81,5.17,11.38,18.99,13.42,20.89,14.59,9.55,9.25,16.95,41.97,13.84,5.49,33.02,57.62,13.50,20.12,3.84,37.47,11.08,29.81,46.86,9.00,10.48,0.00,21.91,33.07,5.61,8.86,4,0.3796
11.51,4.86,14.14,46.98,20.22,9.99,3.66,19.26,4.52,10.78,9.89,21.40,39.40,15.13,15.52,7.77,28.96,27.00,16.93,3.72,70.09,31.99,nan,5.91,2.62,52.05,11.97,31.91,21.84,8.83,14.77,2.87,56.81,19.42,5.23,4.52,1,0.4437
16.40,nan,12.86,21.48,9.14,13.52,nan,13.84,1.01,6.95,17.16,9.60,23.22,7.91,12.51,4.89,15.83,30.72,18.96,4.10,39.82,61.86,nan,21.48,nan,32.37,9.90,33.94,51.51,11.61,nan,1.56,nan,30.49,9.11,8.24,1,0.3866
14.15,2.93,9.09,24.24,4.69,13.46,5.00,15.68,2.22,11.33,15.81,13.55,28.16,9.30,6.02,7.00,10.22,45.39,13.26,4.50,nan,56.60,11.44,16.38,1.88,37.49,9.87,36.30,57.22,12.86,11.09,2.33,28.09,32.06,4.96,11.39,4,0.3901
5.17,2.45,9.53,nan,11.42,5.88,5.92,14.65,1.41,16.73,19.46,9.63,11.58,13.27,16.20,8.60,23.21,69.75,7.37,nan,14.60,64.38,5.39,27.97,3.84,26.71,7.91,34.71,35.16,18.06,11.46,4.57,0.57,nan,7.07,6.16,2,0.3510
9.36,4.18,16.24,47.97,15.75,10.46,4.79,15.88,1.71,8.73,nan,22.95,48.00,12.73,12.02,8.58,26.71,37.41,16.55,6.40,62.27,29.90,15.02,10.06,3.09,47.71,9.77,32.23,24.83,9.59,22.70,2.73,72.85,34.41,12.02,9.42,1,0.4695
16.08,3.65,4.37,26.51,11.86,11.18,3.67,14.37,2.67,14.47,16.15,18.94,26.43,6.14,12.89,8.11,15.38,43.88,13.46,3.27,34.17,55.96,12.63,14.56,2.00,45.76,10.56,45.49,46.86,7.92,13.98,5.40,21.95,16.69,7.68,8.89,4,0.3944
8.51,4.12,4.75,18.92,10.14,8.69,3.66,15.13,4.02,13.84,22.86,13.30,15.75,8.33,3.73,9.57,13.13,60.15,14.10,3.82,17.05,50.31,9.22,21.79,nan,41.72,16.74,21.84,42.46,15.61,6.46,3.61,26.97,48.08,12.25,15.46,0,0.3817
15.38,5.96,15.87,16.05,4.49,9.32,4.72,12.32,4.24,nan,15.18,16.23,6.81,5.36,10.36,6.43,16.25,39.79,nan,4.92,16.19,78.07,7.46,21.47,3.09,43.44,9.06,35.65,33.78,12.26,nan,3.36,15.31,40.21,11.05,9.53,0,0.3633
8.54,5.73,9.63,43.77,12.51,0.03,3.40,11.12,4.95,10.69,10.39,22.02,28.24,10.59,8.41,9.80,13.50,29.59,15.52,4.02,30.03,59.49,17.02,20.19,2.36,40.36,12.28,12.80,30.67,9.42,10.18,2.65,42.93,36.41,4.70,10.79,5,0.3899
12.36,4.48,13.39,18.74,9.48,nan,5.49,13.08,4.79,13.06,18.01,13.24,23.99,12.80,9.93,11.49,19.86,40.72,12.12,2.33,26.36,52.31,12.52,14.26,2.94,nan,8.84,30.70,44.70,10.27,8.33,4.73,26.31,40.53,9.12,9.48,1,0.3782
